genome	region	locus_tag	pfam_domain	tigrfam_domain
HpGP-ISL-004	region001	HpGP-ISL-004_00454,HpGP-ISL-004_00455,HpGP-ISL-004_00456,HpGP-ISL-004_00457,HpGP-ISL-004_00458,HpGP-ISL-004_00459,HpGP-ISL-004_00460,HpGP-ISL-004_00461,HpGP-ISL-004_00462,HpGP-ISL-004_00463,HpGP-ISL-004_00464,HpGP-ISL-004_00465,HpGP-ISL-004_00466,HpGP-ISL-004_00467,HpGP-ISL-004_00468,HpGP-ISL-004_00469,HpGP-ISL-004_00470,HpGP-ISL-004_00471,HpGP-ISL-004_00472	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ISL-005	region001	HpGP-ISL-005_00471,HpGP-ISL-005_00472,HpGP-ISL-005_00473,HpGP-ISL-005_00474,HpGP-ISL-005_00475,HpGP-ISL-005_00476,HpGP-ISL-005_00477,HpGP-ISL-005_00478,HpGP-ISL-005_00479,HpGP-ISL-005_00480,HpGP-ISL-005_00481,HpGP-ISL-005_00482,HpGP-ISL-005_00483,HpGP-ISL-005_00484,HpGP-ISL-005_00485,HpGP-ISL-005_00486,HpGP-ISL-005_00487,HpGP-ISL-005_00488	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF07510.14,PF07690.19,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ISL-006	region001	HpGP-ISL-006_00993,HpGP-ISL-006_00994,HpGP-ISL-006_00995,HpGP-ISL-006_00996,HpGP-ISL-006_00997,HpGP-ISL-006_00998,HpGP-ISL-006_00999,HpGP-ISL-006_01000,HpGP-ISL-006_01001,HpGP-ISL-006_01002,HpGP-ISL-006_01003,HpGP-ISL-006_01004,HpGP-ISL-006_01005,HpGP-ISL-006_01006,HpGP-ISL-006_01007,HpGP-ISL-006_01008,HpGP-ISL-006_01009,HpGP-ISL-006_01010,HpGP-ISL-006_01011	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF13411.9,PF00239.24,PF12323.11,PF01385.22,PF07282.14,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01766,TIGR01766,TIGR01726,TIGR01726
HpGP-ISL-007	region001	HpGP-ISL-007_00320,HpGP-ISL-007_00321,HpGP-ISL-007_00322,HpGP-ISL-007_00323,HpGP-ISL-007_00324,HpGP-ISL-007_00325,HpGP-ISL-007_00326,HpGP-ISL-007_00327,HpGP-ISL-007_00328,HpGP-ISL-007_00329,HpGP-ISL-007_00330,HpGP-ISL-007_00331,HpGP-ISL-007_00332,HpGP-ISL-007_00333,HpGP-ISL-007_00334,HpGP-ISL-007_00335,HpGP-ISL-007_00336,HpGP-ISL-007_00337	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF07690.19,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ISL-008	region001	HpGP-ISL-008_00918,HpGP-ISL-008_00919,HpGP-ISL-008_00920,HpGP-ISL-008_00921,HpGP-ISL-008_00922,HpGP-ISL-008_00923,HpGP-ISL-008_00924,HpGP-ISL-008_00925,HpGP-ISL-008_00926,HpGP-ISL-008_00927,HpGP-ISL-008_00928,HpGP-ISL-008_00929,HpGP-ISL-008_00930,HpGP-ISL-008_00931,HpGP-ISL-008_00932,HpGP-ISL-008_00933,HpGP-ISL-008_00934,HpGP-ISL-008_00935,HpGP-ISL-008_00936,HpGP-ISL-008_00937,HpGP-ISL-008_00938	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISL-009	region001	HpGP-ISL-009_00526,HpGP-ISL-009_00527,HpGP-ISL-009_00528,HpGP-ISL-009_00529,HpGP-ISL-009_00530,HpGP-ISL-009_00531,HpGP-ISL-009_00532,HpGP-ISL-009_00533,HpGP-ISL-009_00534,HpGP-ISL-009_00535,HpGP-ISL-009_00536,HpGP-ISL-009_00537,HpGP-ISL-009_00538,HpGP-ISL-009_00539,HpGP-ISL-009_00540,HpGP-ISL-009_00541,HpGP-ISL-009_00542	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF07510.14,PF00083.27,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ISL-010	region001	HpGP-ISL-010_00860,HpGP-ISL-010_00861,HpGP-ISL-010_00862,HpGP-ISL-010_00863,HpGP-ISL-010_00864,HpGP-ISL-010_00865,HpGP-ISL-010_00866,HpGP-ISL-010_00867,HpGP-ISL-010_00868,HpGP-ISL-010_00869,HpGP-ISL-010_00870,HpGP-ISL-010_00871,HpGP-ISL-010_00872,HpGP-ISL-010_00873,HpGP-ISL-010_00874,HpGP-ISL-010_00875,HpGP-ISL-010_00876,HpGP-ISL-010_00877,HpGP-ISL-010_00878	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISL-011	region001	HpGP-ISL-011_00909,HpGP-ISL-011_00910,HpGP-ISL-011_00911,HpGP-ISL-011_00912,HpGP-ISL-011_00913,HpGP-ISL-011_00914,HpGP-ISL-011_00915,HpGP-ISL-011_00916,HpGP-ISL-011_00917,HpGP-ISL-011_00918,HpGP-ISL-011_00919,HpGP-ISL-011_00920,HpGP-ISL-011_00921,HpGP-ISL-011_00922,HpGP-ISL-011_00923,HpGP-ISL-011_00924,HpGP-ISL-011_00925	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF12762.10,PF02384.19,PF00083.27	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-ISR-001	region001	HpGP-ISR-001_00877,HpGP-ISR-001_00878,HpGP-ISR-001_00879,HpGP-ISR-001_00880,HpGP-ISR-001_00881,HpGP-ISR-001_00882,HpGP-ISR-001_00883,HpGP-ISR-001_00884,HpGP-ISR-001_00885,HpGP-ISR-001_00886,HpGP-ISR-001_00887,HpGP-ISR-001_00888,HpGP-ISR-001_00889,HpGP-ISR-001_00890,HpGP-ISR-001_00891,HpGP-ISR-001_00892,HpGP-ISR-001_00893,HpGP-ISR-001_00894	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-002	region001	HpGP-ISR-002_00905,HpGP-ISR-002_00906,HpGP-ISR-002_00907,HpGP-ISR-002_00908,HpGP-ISR-002_00909,HpGP-ISR-002_00910,HpGP-ISR-002_00911,HpGP-ISR-002_00912,HpGP-ISR-002_00913,HpGP-ISR-002_00914,HpGP-ISR-002_00915,HpGP-ISR-002_00916,HpGP-ISR-002_00917,HpGP-ISR-002_00918,HpGP-ISR-002_00919,HpGP-ISR-002_00920,HpGP-ISR-002_00921,HpGP-ISR-002_00922,HpGP-ISR-002_00923	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-003	region001	HpGP-ISR-003_00834,HpGP-ISR-003_00835,HpGP-ISR-003_00836,HpGP-ISR-003_00837,HpGP-ISR-003_00838,HpGP-ISR-003_00839,HpGP-ISR-003_00840,HpGP-ISR-003_00841,HpGP-ISR-003_00842,HpGP-ISR-003_00843,HpGP-ISR-003_00844,HpGP-ISR-003_00845,HpGP-ISR-003_00846,HpGP-ISR-003_00847,HpGP-ISR-003_00848,HpGP-ISR-003_00849,HpGP-ISR-003_00850	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-ISR-004	region001	HpGP-ISR-004_00358,HpGP-ISR-004_00359,HpGP-ISR-004_00360,HpGP-ISR-004_00361,HpGP-ISR-004_00362,HpGP-ISR-004_00363,HpGP-ISR-004_00364,HpGP-ISR-004_00365,HpGP-ISR-004_00366,HpGP-ISR-004_00367,HpGP-ISR-004_00368,HpGP-ISR-004_00369,HpGP-ISR-004_00370,HpGP-ISR-004_00371,HpGP-ISR-004_00372,HpGP-ISR-004_00373,HpGP-ISR-004_00374,HpGP-ISR-004_00375,HpGP-ISR-004_00376,HpGP-ISR-004_00377	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ISR-005	region001	HpGP-ISR-005_00903,HpGP-ISR-005_00904,HpGP-ISR-005_00905,HpGP-ISR-005_00906,HpGP-ISR-005_00907,HpGP-ISR-005_00908,HpGP-ISR-005_00909,HpGP-ISR-005_00910,HpGP-ISR-005_00911,HpGP-ISR-005_00912,HpGP-ISR-005_00913,HpGP-ISR-005_00914,HpGP-ISR-005_00915,HpGP-ISR-005_00916,HpGP-ISR-005_00917,HpGP-ISR-005_00918,HpGP-ISR-005_00919,HpGP-ISR-005_00920,HpGP-ISR-005_00921	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-006	region001	HpGP-ISR-006_00886,HpGP-ISR-006_00887,HpGP-ISR-006_00888,HpGP-ISR-006_00889,HpGP-ISR-006_00890,HpGP-ISR-006_00891,HpGP-ISR-006_00892,HpGP-ISR-006_00893,HpGP-ISR-006_00894,HpGP-ISR-006_00895,HpGP-ISR-006_00896,HpGP-ISR-006_00897,HpGP-ISR-006_00898,HpGP-ISR-006_00899,HpGP-ISR-006_00900,HpGP-ISR-006_00901,HpGP-ISR-006_00902,HpGP-ISR-006_00903,HpGP-ISR-006_00904	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-007	region001	HpGP-ISR-007_00916,HpGP-ISR-007_00917,HpGP-ISR-007_00918,HpGP-ISR-007_00919,HpGP-ISR-007_00920,HpGP-ISR-007_00921,HpGP-ISR-007_00922,HpGP-ISR-007_00923,HpGP-ISR-007_00924,HpGP-ISR-007_00925,HpGP-ISR-007_00926,HpGP-ISR-007_00927,HpGP-ISR-007_00928,HpGP-ISR-007_00929,HpGP-ISR-007_00930,HpGP-ISR-007_00931,HpGP-ISR-007_00932,HpGP-ISR-007_00933	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-008	region001	HpGP-ISR-008_00930,HpGP-ISR-008_00931,HpGP-ISR-008_00932,HpGP-ISR-008_00933,HpGP-ISR-008_00934,HpGP-ISR-008_00935,HpGP-ISR-008_00936,HpGP-ISR-008_00937,HpGP-ISR-008_00938,HpGP-ISR-008_00939,HpGP-ISR-008_00940,HpGP-ISR-008_00941,HpGP-ISR-008_00942,HpGP-ISR-008_00943,HpGP-ISR-008_00944,HpGP-ISR-008_00945,HpGP-ISR-008_00946,HpGP-ISR-008_00947	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-009	region001	HpGP-ISR-009_00952,HpGP-ISR-009_00953,HpGP-ISR-009_00954,HpGP-ISR-009_00955,HpGP-ISR-009_00956,HpGP-ISR-009_00957,HpGP-ISR-009_00958,HpGP-ISR-009_00959,HpGP-ISR-009_00960,HpGP-ISR-009_00961,HpGP-ISR-009_00962,HpGP-ISR-009_00963,HpGP-ISR-009_00964,HpGP-ISR-009_00965,HpGP-ISR-009_00966,HpGP-ISR-009_00967,HpGP-ISR-009_00968,HpGP-ISR-009_00969	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ISR-010	region001	HpGP-ISR-010_00902,HpGP-ISR-010_00903,HpGP-ISR-010_00904,HpGP-ISR-010_00905,HpGP-ISR-010_00906,HpGP-ISR-010_00907,HpGP-ISR-010_00908,HpGP-ISR-010_00909,HpGP-ISR-010_00910,HpGP-ISR-010_00911,HpGP-ISR-010_00912,HpGP-ISR-010_00913,HpGP-ISR-010_00914,HpGP-ISR-010_00915,HpGP-ISR-010_00916,HpGP-ISR-010_00917,HpGP-ISR-010_00918,HpGP-ISR-010_00919,HpGP-ISR-010_00920	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ITA-001	region001	HpGP-ITA-001_00893,HpGP-ITA-001_00894,HpGP-ITA-001_00895,HpGP-ITA-001_00896,HpGP-ITA-001_00897,HpGP-ITA-001_00898,HpGP-ITA-001_00899,HpGP-ITA-001_00900,HpGP-ITA-001_00901,HpGP-ITA-001_00902,HpGP-ITA-001_00903,HpGP-ITA-001_00904,HpGP-ITA-001_00905,HpGP-ITA-001_00906,HpGP-ITA-001_00907,HpGP-ITA-001_00908,HpGP-ITA-001_00909,HpGP-ITA-001_00910,HpGP-ITA-001_00911,HpGP-ITA-001_00912	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ITA-002	region001	HpGP-ITA-002_01016,HpGP-ITA-002_01017,HpGP-ITA-002_01018,HpGP-ITA-002_01019,HpGP-ITA-002_01020,HpGP-ITA-002_01021,HpGP-ITA-002_01022,HpGP-ITA-002_01023,HpGP-ITA-002_01024,HpGP-ITA-002_01025,HpGP-ITA-002_01026,HpGP-ITA-002_01027,HpGP-ITA-002_01028,HpGP-ITA-002_01029,HpGP-ITA-002_01030,HpGP-ITA-002_01031,HpGP-ITA-002_01032,HpGP-ITA-002_01033	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ITA-003	region001	HpGP-ITA-003_00630,HpGP-ITA-003_00631,HpGP-ITA-003_00632,HpGP-ITA-003_00633,HpGP-ITA-003_00634,HpGP-ITA-003_00635,HpGP-ITA-003_00636,HpGP-ITA-003_00637,HpGP-ITA-003_00638,HpGP-ITA-003_00639,HpGP-ITA-003_00640,HpGP-ITA-003_00641,HpGP-ITA-003_00642,HpGP-ITA-003_00643,HpGP-ITA-003_00644,HpGP-ITA-003_00645	PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ITA-004	region001	HpGP-ITA-004_00862,HpGP-ITA-004_00863,HpGP-ITA-004_00864,HpGP-ITA-004_00865,HpGP-ITA-004_00866,HpGP-ITA-004_00867,HpGP-ITA-004_00868,HpGP-ITA-004_00869,HpGP-ITA-004_00870,HpGP-ITA-004_00871,HpGP-ITA-004_00872,HpGP-ITA-004_00873,HpGP-ITA-004_00874,HpGP-ITA-004_00875,HpGP-ITA-004_00876,HpGP-ITA-004_00877,HpGP-ITA-004_00878,HpGP-ITA-004_00879	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ITA-005	region001	HpGP-ITA-005_00632,HpGP-ITA-005_00633,HpGP-ITA-005_00634,HpGP-ITA-005_00635,HpGP-ITA-005_00636,HpGP-ITA-005_00637,HpGP-ITA-005_00638,HpGP-ITA-005_00639,HpGP-ITA-005_00640,HpGP-ITA-005_00641,HpGP-ITA-005_00642,HpGP-ITA-005_00643,HpGP-ITA-005_00644,HpGP-ITA-005_00645,HpGP-ITA-005_00646,HpGP-ITA-005_00647,HpGP-ITA-005_00648,HpGP-ITA-005_00649	PF02367.20,PF00005.30,PF00309.23,PF04963.16,PF04552.16,PF13023.9,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00150,TIGR00150,TIGR04406,TIGR04406,TIGR02395,TIGR02395,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ITA-006	region001	HpGP-ITA-006_00384,HpGP-ITA-006_00385,HpGP-ITA-006_00386,HpGP-ITA-006_00387,HpGP-ITA-006_00388,HpGP-ITA-006_00389,HpGP-ITA-006_00390,HpGP-ITA-006_00391,HpGP-ITA-006_00392,HpGP-ITA-006_00393,HpGP-ITA-006_00394,HpGP-ITA-006_00395,HpGP-ITA-006_00396,HpGP-ITA-006_00397,HpGP-ITA-006_00398,HpGP-ITA-006_00399,HpGP-ITA-006_00400,HpGP-ITA-006_00401,HpGP-ITA-006_00402,HpGP-ITA-006_00403	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-ITA-007	region001	HpGP-ITA-007_00921,HpGP-ITA-007_00922,HpGP-ITA-007_00923,HpGP-ITA-007_00924,HpGP-ITA-007_00925,HpGP-ITA-007_00926,HpGP-ITA-007_00927,HpGP-ITA-007_00928,HpGP-ITA-007_00929,HpGP-ITA-007_00930,HpGP-ITA-007_00931,HpGP-ITA-007_00932,HpGP-ITA-007_00933,HpGP-ITA-007_00934,HpGP-ITA-007_00935,HpGP-ITA-007_00936	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-ITA-008	region001	HpGP-ITA-008_00890,HpGP-ITA-008_00891,HpGP-ITA-008_00892,HpGP-ITA-008_00893,HpGP-ITA-008_00894,HpGP-ITA-008_00895,HpGP-ITA-008_00896,HpGP-ITA-008_00897,HpGP-ITA-008_00898,HpGP-ITA-008_00899,HpGP-ITA-008_00900,HpGP-ITA-008_00901,HpGP-ITA-008_00902,HpGP-ITA-008_00903,HpGP-ITA-008_00904,HpGP-ITA-008_00905,HpGP-ITA-008_00906,HpGP-ITA-008_00907,HpGP-ITA-008_00908,HpGP-ITA-008_00909,HpGP-ITA-008_00910	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF07690.19,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-ITA-009	region001	HpGP-ITA-009_00929,HpGP-ITA-009_00930,HpGP-ITA-009_00931,HpGP-ITA-009_00932,HpGP-ITA-009_00933,HpGP-ITA-009_00934,HpGP-ITA-009_00935,HpGP-ITA-009_00936,HpGP-ITA-009_00937,HpGP-ITA-009_00938,HpGP-ITA-009_00939,HpGP-ITA-009_00940,HpGP-ITA-009_00941,HpGP-ITA-009_00942,HpGP-ITA-009_00943,HpGP-ITA-009_00944	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-ITA-010	region001	HpGP-ITA-010_00857,HpGP-ITA-010_00858,HpGP-ITA-010_00859,HpGP-ITA-010_00860,HpGP-ITA-010_00861,HpGP-ITA-010_00862,HpGP-ITA-010_00863,HpGP-ITA-010_00864,HpGP-ITA-010_00865,HpGP-ITA-010_00866,HpGP-ITA-010_00867,HpGP-ITA-010_00868,HpGP-ITA-010_00869,HpGP-ITA-010_00870,HpGP-ITA-010_00871,HpGP-ITA-010_00872,HpGP-ITA-010_00873,HpGP-ITA-010_00874	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
